date,open,high,low,close,volume
2016-10-24,67.5141,70.2842,67.5042,70.2048,8495946
2016-10-25,70.0856,71.7834,69.7481,71.3565,9936532
2016-10-26,70.7608,72.4288,70.6913,71.6444,8344781
2016-10-27,72.1905,72.3295,69.8821,70.175,9716622
2016-10-28,70.5126,71.5848,69.9268,70.0558,7271374
2016-10-31,70.2842,71.1132,70.2445,70.6516,6309718
2016-11-01,70.9097,71.2969,67.8021,68.5566,11830629
2016-11-02,69.0829,70.0161,68.1451,68.2687,7396231
2016-11-03,68.5864,68.646,66.1639,67.4744,7741593
2016-11-04,67.0276,68.2394,66.0993,67.0872,8219490
2016-11-07,69.0531,71.2076,69.0034,70.7608,12189524
2016-11-08,71.0288,71.2572,69.9963,70.6516,10747107
2016-11-09,68.7354,70.3934,68.229,69.4601,11413254
2016-11-10,70.9792,70.9891,66.283,67.2858,21732039
2016-11-11,78.9419,88.1357,77.9391,87.3415,54383633
2016-11-14,87.4606,87.5599,83.0225,83.0424,33719913
2016-11-15,83.6877,86.8252,83.3303,85.5742,15652258
2016-11-16,86.716,91.8937,85.7283,90.9753,24699644
2016-11-17,91.6504,94.115,90.0023,91.7299,20824744
2016-11-18,91.8672,93.656,91.1441,92.6929,14401499
2016-11-21,93.4177,93.6759,91.7398,92.3157,10910868
2016-11-22,92.6334,93.0698,91.7199,92.9809,8259232
2016-11-23,93.1897,94.7109,92.2451,93.4383,11080857
2016-11-25,93.8857,94.5619,92.8814,93.6272,4889078
2016-11-28,93.3388,94.2039,93.0704,93.5775,6968370
2016-11-29,93.4681,93.9056,92.0064,92.7224,11114187
2016-11-30,93.0704,93.6272,91.5789,91.6783,11012545
2016-12-01,91.5789,91.6485,84.2903,87.1441,25888074
2016-12-02,85.762,88.2975,84.6384,87.9495,11957300
2016-12-05,89.4808,92.086,88.4964,91.3601,15057125
2016-12-06,91.6882,93.1996,91.0519,92.8616,12469875
2016-12-07,92.3147,94.7608,91.5789,94.5321,12020093
2016-12-08,94.6514,96.0733,92.5266,92.951,9538602
2016-12-09,93.667,93.7366,90.1967,91.3004,9557799
2016-12-12,89.3416,89.441,87.0447,89.0831,15033300
2016-12-13,89.5802,91.7678,89.5405,90.6541,9694874
2016-12-14,92.0164,96.5605,91.0519,95.9042,24599538
2016-12-15,96.3517,99.3745,96.0534,98.1515,18663653
2016-12-16,99.2651,100.1302,97.173,99.8418,27238183
2016-12-19,99.1359,101.8702,98.4398,101.0549,18616431
2016-12-20,103.9882,105.5295,103.5308,104.5749,21201433
2016-12-21,105.0422,105.3505,103.1232,105.2312,14403361
2016-12-22,106.2156,108.254,105.9272,106.5039,17965259
2016-12-23,105.7781,109.2135,105.6687,109.1588,16192331
2016-12-27,111.4259,116.6959,110.5907,116.6562,29856842
2016-12-28,118.9232,119.2514,108.075,108.6318,57394116
2016-12-29,104.3064,110.8591,102.2183,110.7995,54384182
2016-12-30,110.7199,111.2867,105.6985,106.136,30323259
2017-01-03,103.8093,105.7681,98.8177,101.4328,37549876
2017-01-04,102.8149,104.903,100.9555,103.7993,29980506
2017-01-05,103.9385,105.2212,100.4782,101.1643,24607382
2017-01-06,102.268,103.6601,100.6274,102.5166,20571416
2017-01-09,102.9144,107.3889,102.9144,106.673,22906225
2017-01-10,107.2,108.5722,105.0323,105.8675,22022969
2017-01-11,105.4002,105.5991,103.5607,104.565,13141588
2017-01-12,103.6402,104.1076,101.045,102.8547,15640414
2017-01-13,103.0138,104.4059,102.4768,102.8447,11445543
2017-01-17,102.4172,102.616,100.0009,100.5379,14515259
2017-01-18,99.6728,102.6459,98.5492,102.3675,16360615
2017-01-19,102.4868,105.8576,102.3973,104.565,16121778
2017-01-20,105.4798,106.1957,102.5365,103.4215,12300557
2017-01-23,103.2127,105.3008,103.1132,104.4954,9247639
2017-01-24,104.903,106.9713,104.3064,106.7227,10701271
2017-01-25,108.4329,108.6815,105.7329,107.1801,13084499
2017-01-26,107.2895,109.3279,106.0962,109.0296,11469970
2017-01-27,109.308,111.2569,108.2341,111.1376,11799929
2017-01-30,110.2924,110.3819,107.3,109.3975,12400084
2017-01-31,108.3335,109.4273,107.5878,108.5622,9068865
2017-02-01,109.9543,113.4743,109.2384,113.3052,14750082
2017-02-02,112.6589,115.0851,111.4259,114.7371,12081040
2017-02-03,114.7967,115.2442,113.2555,113.7328,9318633
2017-02-06,113.3549,116.6622,113.3549,116.6462,12669205
2017-02-07,118.0283,120.2358,117.2329,118.4559,18655567
2017-02-08,117.73,118.6349,115.7215,117.9389,11239487
2017-02-09,118.1874,118.3863,114.9459,115.7215,21064178
2017-02-10,119.2514,120.017,111.9629,112.9771,41277341
2017-02-13,112.7484,113.335,107.5878,107.7667,29518071
2017-02-14,107.3789,109.5267,105.6886,108.1645,21265787
2017-02-15,108.2838,109.1787,107.1502,108.3832,9325512
2017-02-16,108.771,108.8207,105.0621,106.6431,16179386
2017-02-17,106.0962,106.8022,104.1971,106.6232,14093465
2017-02-21,107.6176,110.6006,107.6076,110.4415,13798783
2017-02-22,110.9293,111.3076,109.5056,110.2722,10844256
2017-02-23,105.0354,105.9215,99.241,100.0474,39822213
2017-02-24,96.6425,101.5508,95.2785,101.0132,25747597
2017-02-27,101.7499,104.5575,101.1127,103.9502,17885019
2017-02-28,104.3385,104.7367,100.3312,101.0331,15633968
2017-03-01,103.3329,103.9104,100.6647,102.3373,12620139
2017-03-02,101.8196,102.3871,98.4545,98.564,18858278
2017-03-03,98.1359,98.335,95.7962,97.9965,21636424
2017-03-06,96.533,97.668,94.7509,97.2399,22089169
2017-03-07,97.2399,99.0917,96.7222,98.3052,15085007
2017-03-08,100.2565,100.8539,98.0363,98.1259,15967822
2017-03-09,97.4788,99.012,96.9711,98.106,11951471
2017-03-10,99.1713,99.6492,97.9467,98.6835,12493513
2017-03-13,99.1016,101.7997,99.0718,101.4015,19353402
2017-03-14,101.9192,102.2975,100.0275,101.3318,13050415
2017-03-15,101.7997,102.5364,99.8782,102.0984,15375852
2017-03-16,102.5265,103.3727,101.959,103.3528,13077495
2017-03-17,104.0597,105.6526,103.3528,105.6029,27992169
2017-03-20,106.3097,109.1273,105.6626,108.968,18714152
2017-03-21,108.2711,109.4757,105.12,105.4436,22837103
2017-03-22,104.9956,107.7832,104.8363,107.5941,15419106
2017-03-23,107.2755,108.0791,106.2301,106.6184,13348542
2017-03-24,108.4901,108.8087,105.9513,106.9967,10987546
2017-03-27,105.115,107.9276,103.1189,107.7733,12666100
2017-03-28,107.823,108.4104,106.7976,107.2157,10811109
2017-03-29,107.5144,108.0122,106.7777,106.8673,8749791
2017-03-30,107.156,109.5156,106.927,108.9182,13138349
2017-03-31,108.5299,109.406,107.9247,108.4503,11020165
2017-04-03,108.4702,109.1671,106.9469,107.9027,11130813
2017-04-04,102.9446,103.9601,99.8981,100.3362,31782004
2017-04-05,99.5745,101.9192,99.0618,99.5895,18676232
2017-04-06,99.7985,100.8041,97.9766,100.3163,15878004
2017-04-07,100.5751,101.282,99.2808,99.8881,10628889
2017-04-10,99.918,100.1868,97.1702,97.3394,18908264
2017-04-11,96.1248,98.4643,95.9257,97.6879,15453747
2017-04-12,97.6879,98.2653,96.6724,96.8814,10352296
2017-04-13,95.9058,96.7819,95.0695,95.0695,12672345
2017-04-17,95.5872,98.8029,95.3781,98.793,12432305
2017-04-18,98.2155,99.1016,97.1702,98.8527,9252944
2017-04-19,99.5596,100.5353,98.9722,99.241,9520659
2017-04-20,99.8284,100.9996,98.9722,100.8141,10100358
2017-04-21,100.3959,101.3417,99.918,101.2322,8547390
2017-04-24,102.5066,103.0243,101.6603,102.4966,9295490
2017-04-25,103.084,104.8661,102.2178,104.2787,9710972
2017-04-26,104.8263,104.9259,103.4822,103.5619,8175145
2017-04-27,103.8606,105.5133,103.1338,105.1748,7992465
2017-04-28,104.896,105.1748,103.6117,103.8407,8706157
2017-05-01,104.2787,106.3794,103.99,106.1704,7693333
2017-05-02,105.0852,105.1305,102.1083,103.0243,15749327
2017-05-03,102.7455,104.1792,102.1482,103.7909,8422633
2017-05-04,104.0398,104.4878,103.0741,103.3926,5244692
2017-05-05,102.9247,103.6913,102.2975,103.4026,5710736
2017-05-08,103.8805,103.9402,101.8594,102.3174,9130990
2017-05-09,102.5464,104.4679,102.2079,102.4867,21191792
2017-05-10,113.7867,121.2835,113.5179,120.7558,53227434
2017-05-11,119.5213,129.8556,119.3819,125.9429,48494808
2017-05-12,126.0723,129.0292,125.2261,127.3268,24065459
2017-05-15,128.9894,133.8181,128.8102,133.7185,27188548
2017-05-16,135.7794,136.8347,132.7762,136.2075,28017471
2017-05-17,133.5094,134.2661,126.9883,127.1575,31784158
2017-05-18,128.9297,132.8424,126.4905,132.484,28900757
2017-05-19,136.5652,137.7562,134.7663,135.5436,25459271
2017-05-22,137.3077,139.012,136.8692,138.4339,20915225
2017-05-23,139.2312,139.3209,135.2546,136.5702,17031247
2017-05-24,140.487,140.5966,137.6167,138.105,20434495
2017-05-25,139.5302,139.5601,135.9822,137.7961,15205701
2017-05-26,137.4672,144.7925,136.6499,141.3641,19478497
2017-05-30,143.2178,145.8002,142.57,144.3839,24741298
2017-05-31,146.1978,146.5067,141.5733,143.8656,22182894
2017-06-01,144.5035,144.5434,142.0418,143.8756,12583467
2017-06-02,143.756,144.8124,142.9188,143.158,12186434
2017-06-05,142.5002,148.0316,142.0318,147.5133,20434442
2017-06-06,147.324,149.1877,146.3074,146.8456,18968189
2017-06-07,147.8323,149.3771,147.2044,148.6196,15315293
2017-06-08,152.9451,159.4631,151.2807,159.4033,29043605
2017-06-09,164.1872,167.9346,142.271,149.098,92323196
2017-06-12,145.3905,151.191,141.6331,149.4668,42438280
2017-06-13,153.8819,154.2507,145.1613,150.892,41812580
2017-06-14,151.0116,153.543,148.0017,151.2109,29616036
2017-06-15,146.4669,153.0846,146.0084,151.8587,24095612
2017-06-16,152.2474,154.1809,149.7359,151.1112,23123950
2017-06-19,152.8952,157.0014,152.7457,156.7921,19454439
2017-06-20,158.4964,161.1973,156.3935,156.5629,27386086
2017-06-21,157.6791,159.0844,155.1775,158.9349,17066279
2017-06-22,159.2638,159.802,156.8718,157.8386,11728324
2017-06-23,158.1475,158.7854,152.7059,153.3138,27214702
2017-06-26,154.6394,156.0745,147.8323,151.6395,26598996
2017-06-27,150.9318,151.2807,145.8589,146.0881,24987313
2017-06-28,148.819,151.4302,145.2609,151.2408,24873679
2017-06-29,150.0947,150.2143,143.5965,146.1878,26610631
2017-06-30,146.8855,147.4336,143.0185,144.0749,18276526
2017-07-03,144.5633,145.165,138.115,138.8625,17726821
2017-07-05,141.4239,143.7361,140.6564,142.57,20504738
2017-07-06,141.394,144.8921,139.291,142.9986,18657132
2017-07-07,145.2908,147.0051,144.364,146.2675,16374302
2017-07-10,149.2375,153.4832,148.1853,153.1843,23962269
2017-07-11,153.3338,155.6659,151.6395,155.3569,18948883
2017-07-12,157.7688,162.4531,156.0347,161.9647,28630213
2017-07-13,162.4531,165.742,158.2173,160.091,34228333
2017-07-14,160.7488,164.4563,160.4697,164.3965,23548708
2017-07-17,165.7719,166.938,161.2072,163.6989,23269759
2017-07-18,161.2371,165.9911,160.7588,165.4031,19415987
2017-07-19,165.7719,166.8383,164.0576,164.546,17176140
2017-07-20,165.3732,166.9479,163.3621,166.938,17489889
2017-07-21,166.1107,168.7319,165.5327,167.5359,16208257
2017-07-24,167.825,168.2137,165.1639,165.5925,16313052
2017-07-25,164.6656,165.3732,163.0321,164.7952,12413896
2017-07-26,167.1173,169.3568,165.2935,166.6988,16010113
2017-07-27,167.7054,168.1738,157.0313,161.1973,19571379
2017-07-28,159.7521,164.8251,158.7455,163.8384,12833737
2017-07-31,164.3865,165.8416,160.081,161.9647,13991802
2017-08-01,161.581,164.0078,160.4598,163.9381,10784578
2017-08-02,165.1938,165.3533,160.7289,163.8384,11961082
2017-08-03,163.8185,166.0709,163.1308,165.9214,11060541
2017-08-04,166.8383,169.4993,165.9214,166.6489,14727353
2017-08-07,167.825,171.7916,167.4363,171.7717,17935280
2017-08-08,173.3065,173.9743,168.1439,169.7286,18883354
2017-08-09,167.8648,171.6321,167.1074,171.5325,13269623
2017-08-10,171.5823,172.0806,163.7786,164.1872,33202199
2017-08-11,156.6127,158.4665,152.3969,155.4367,37429859
2017-08-14,159.1342,167.9844,158.6658,167.8349,31975541
2017-08-15,168.0442,169.1007,165.0344,166.4197,19113263
2017-08-16,167.0276,167.9745,163.2902,164.5958,14915786
2017-08-17,164.257,164.9447,160.8385,160.9282,13136065
2017-08-18,163.1208,163.8085,159.1043,160.9581,15030107
2017-08-21,161.9448,162.4032,156.8419,158.616,15591767
2017-08-22,160.0924,162.3867,159.3143,162.1473,11261403
2017-08-23,160.8006,165.8381,160.4515,165.3892,14487996
2017-08-24,166.686,166.8655,163.7134,164.7807,11742501
2017-08-25,165.7583,166.1673,163.1448,163.4041,8930022
2017-08-28,164.1722,164.6909,161.9278,164.5613,9737393
2017-08-29,162.1872,165.1697,161.859,164.2919,8102357
2017-08-30,165.0899,165.7184,163.863,165.2695,9610039
2017-08-31,166.0875,169.1798,165.7882,169.0202,15317105
2017-09-01,169.5289,171.4741,169.1798,170.0377,11135787
2017-09-05,167.9628,168.1666,163.1572,165.4989,17417392
2017-09-06,166.8256,167.3842,163.9927,165.3992,9941783
2017-09-07,166.0775,167.474,164.5413,166.1673,8821702
2017-09-08,165.6984,166.2969,162.3069,163.2844,12471422
2017-09-11,165.1298,169.0127,164.9104,168.5813,14186078
2017-09-12,169.5788,169.5788,166.5563,169.1898,10287203
2017-09-13,168.1723,171.115,166.8655,169.9479,14523973
2017-09-14,168.3718,172.1324,167.3842,168.9803,12842837
2017-09-15,172.4317,179.6637,172.2222,179.6637,34119764
2017-09-18,184.6813,190.7263,184.402,187.0853,42111516
2017-09-19,185.0504,189.3796,184.1576,186.8858,21856994
2017-09-20,187.0354,188.9507,183.7536,185.3795,18122991
2017-09-21,181.19,182.2473,177.1699,180.3121,26889994
2017-09-22,179.8533,181.8583,178.1575,178.5565,12280771
2017-09-25,177.3096,177.3595,169.7384,170.5763,21864476
2017-09-26,176.0128,178.2373,169.9279,171.5339,28140511
2017-09-27,175.1849,175.8333,172.322,175.2946,17842967
2017-09-28,175.5839,175.7435,173.3295,175.2447,10881065
2017-09-29,178.6363,179.2847,176.8108,178.3271,15477293
2017-10-02,180.352,181.5291,176.5614,178.5565,12586960
2017-10-03,178.8059,180.1326,177.14,178.9256,9758268
2017-10-04,179.175,181.3196,177.6986,180.4219,10696220
2017-10-05,181.4094,181.5491,179.1151,180.3221,10934105
2017-10-06,179.2049,181.3895,178.5565,180.8508,7969957
2017-10-09,182.3371,186.2673,181.579,184.9307,14087272
2017-10-10,190.9557,192.4719,186.796,188.4619,24371902
2017-10-11,189.1302,190.5268,187.2748,190.4669,13237734
2017-10-12,190.6066,192.6116,189.4595,190.5567,13207315
2017-10-13,193.0704,194.5168,191.1751,194.1079,15718233
2017-10-16,195.3149,197.5573,192.7612,197.4396,14415958
2017-10-17,196.6017,198.4072,195.8635,197.26,11964867
2017-10-18,197.6191,197.6491,192.841,197.0905,14182907
2017-10-19,193.9582,197.5094,191.9733,197.3099,14269253
2017-10-20,197.9982,199.0955,196.053,196.4121,11290462
2017-10-23,197.29,198.3573,195.3149,196.1328,10717376
2017-10-24,196.5019,198.2576,195.4545,198.1877,10181132
2017-10-25,196.5917,198.7264,190.6963,193.1802,20704030
2017-10-26,194.2974,195.674,193.3298,195.2051,8068563
2017-10-27,197.3099,201.3698,196.2625,201.3599,14304835
2017-10-30,201.3599,205.5793,200.7214,203.3349,12601417
2017-10-31,204.6217,207.3749,204.3923,206.2976,10297707
2017-11-01,208.8313,209.4498,204.0931,206.6866,12564446
2017-11-02,205.4896,207.2951,203.1454,205.4297,8557738
2017-11-03,206.6866,208.1729,204.8322,208.1729,8841024
2017-11-06,206.6866,209.4597,206.1879,209.1106,9748616
2017-11-07,210.0283,212.3725,209.5351,211.5047,10692542
2017-11-08,211.3251,211.4747,206.7266,208.6418,13074705
2017-11-09,204.7614,205.8188,199.8735,204.8113,23432127
2017-11-10,212.5521,218.1282,211.1056,215.6045,31331374
2017-11-13,215.6045,216.6319,211.4847,212.1032,14559413
2017-11-14,212.4723,214.2678,210.7066,213.6493,13232319
2017-11-15,211.4249,211.4747,207.2851,209.4597,12548731
2017-11-16,212.4523,213.6693,210.7266,211.0857,11044183
2017-11-17,213.39,214.8164,210.2278,210.8363,12891568
2017-11-20,211.4648,214.0384,209.9784,213.5496,9902511
2017-11-21,215.1556,215.9835,213.8688,215.5147,9979358
2017-11-22,216.6127,216.6127,213.2287,214.5464,8915998
2017-11-24,215.2052,216.6127,214.217,216.5727,4518800
2017-11-27,216.9221,216.972,213.628,213.7578,10572364
2017-11-28,213.9674,214.3467,207.8683,210.3339,12818804
2017-11-29,209.6351,209.7475,190.8887,196.0694,34919741
2017-11-30,198.8444,202.3182,196.299,200.3517,20594199
2017-12-01,198.9542,199.7728,192.1265,197.3272,20288748
2017-12-04,199.6929,199.9425,184.1707,186.3268,31021123
2017-12-05,182.0744,192.356,180.2577,187.4049,24537194
2017-12-06,185.3685,189.8006,184.5101,188.9222,11675760
2017-12-07,191.6174,193.2544,189.7806,191.6473,13564988
2017-12-08,193.6637,194.4323,190.8088,191.1482,11671856
2017-12-11,191.7172,194.4323,191.0783,194.3125,9318741
2017-12-12,192.5557,193.494,189.5511,190.4994,11375445
2017-12-13,192.1564,192.2063,185.5482,185.8477,13856992
2017-12-14,185.5881,189.002,184.2705,186.1372,10954056
2017-12-15,187.915,192.0366,185.2887,191.2181,16750878
2017-12-18,192.8552,197.6665,191.6573,197.5468,11942558
2017-12-19,197.1674,197.3771,194.612,195.76,9327493
2017-12-20,197.3471,197.7165,194.2027,196.4487,7220456
2017-12-21,196.5885,197.5967,195.201,195.5403,7522626
2017-12-22,194.053,195.3008,190.9086,194.9215,11656871
2017-12-26,192.6855,197.397,191.4776,197.0876,8877033
2017-12-27,196.5485,199.6131,195.9596,196.8181,8237223
2017-12-28,197.7764,199.0241,196.7995,197.0477,6006248
2017-12-29,198.1058,198.1058,193.1546,193.1546,6999116
2018-01-02,195.4305,199.1439,194.1528,198.9942,8890417
2018-01-03,203.7357,213.3186,203.3863,212.0908,22867591
2018-01-04,215.3749,217.6608,212.3104,213.2088,14581720
2018-01-05,213.8077,216.5228,210.7032,215.0155,14503103
2018-01-08,220.0066,224.5984,218.1898,221.6037,22030422
2018-01-09,221.8234,223.4205,218.2497,221.5438,12424995
2018-01-10,217.8105,223.4205,215.6145,223.2807,14566626
2018-01-11,224.5984,225.8661,222.8116,223.68,10150767
2018-01-12,223.2009,224.5884,220.9449,222.582,8997902
2018-01-16,223.6501,227.1039,216.3032,219.7171,17558687
2018-01-17,220.3061,224.7182,216.5128,224.3189,13460222
2018-01-18,223.5403,226.2355,222.2825,224.0394,10215841
2018-01-19,227.6829,230.6775,226.5948,229.6993,15234486
2018-01-22,230.0187,233.3428,227.6929,233.2729,13773561
2018-01-23,235.429,239.4019,234.6814,238.4836,11880705
2018-01-24,238.6133,240.0643,233.1331,235.3791,14499309
2018-01-25,237.5752,239.3221,235.3292,235.9281,10247091
2018-01-26,237.695,242.9057,237.1759,242.8957,12908854
2018-01-29,242.3067,247.6671,240.1805,246.4094,11377853
2018-01-30,240.6796,245.9802,237.9845,242.2868,14270844
2018-01-31,245.3313,248.8251,244.0137,245.3613,11964444
2018-02-01,238.0943,246.4593,237.6351,240.0707,12980572
2018-02-02,236.577,237.5452,230.7574,233.1032,17961555
2018-02-05,226.5948,232.8137,204.6341,213.3186,29130140
2018-02-06,204.0352,225.2971,203.6359,225.1774,27870031
2018-02-07,229.1702,234.5506,226.2954,228.3916,20073316
2018-02-08,233.4625,234.8001,217.1218,217.1317,28599976
2018-02-09,237.8247,238.4636,217.1317,231.6658,41865077
2018-02-12,234.9349,235.0597,224.6288,227.623,27329342
2018-02-13,226.1556,234.0814,224.8479,232.2148,15638119
2018-02-14,230.5877,242.1595,230.1385,240.9891,18624749
2018-02-15,244.3481,247.9267,241.0889,246.06,17472515
2018-02-16,244.962,249.5538,243.0354,243.4048,15941426
2018-02-20,244.3131,251.4204,244.1634,248.6354,17155962
2018-02-21,251.2407,251.5178,240.9292,241.0789,22307344
2018-02-22,242.4473,245.3439,239.2211,241.868,13359133
2018-02-23,244.2852,245.6436,242.2376,245.6436,10382510
2018-02-26,247.5114,247.6912,243.7758,246.2928,11732844
2018-02-27,245.2141,248.6201,244.8445,245.7734,11385899
2018-02-28,246.2129,247.811,241.2487,241.7182,13077878
2018-03-01,241.6283,243.8057,227.8591,231.9396,26002972
2018-03-02,227.5946,236.5242,221.5916,236.2645,22835685
2018-03-05,234.2369,236.9737,229.2537,235.3755,15519413
2018-03-06,238.8215,242.6571,237.0836,241.878,15920243
2018-03-07,237.7228,243.6659,237.6729,241.5583,14530226
2018-03-08,242.667,242.667,239.1119,240.8991,10297761
2018-03-09,242.8169,245.5637,242.1677,245.0443,12638148
2018-03-12,246.7123,252.7053,246.385,249.4691,15126541
2018-03-13,251.1971,254.2036,245.7534,247.4215,15494309
2018-03-14,249.1595,250.2582,245.9332,248.4503,12637361
2018-03-15,248.9997,252.3258,247.3516,249.0496,10048837
2018-03-16,249.7088,250.9574,248.1906,250.1883,9986432
2018-03-19,247.891,249.0596,236.724,240.7193,17844338
2018-03-20,240.8392,250.8575,240.8392,249.2893,13867409
2018-03-21,249.0296,251.7065,247.0419,248.2705,10967216
2018-03-22,245.7135,247.5913,240.0611,241.5683,13779919
2018-03-23,242.1177,242.3874,232.2492,232.6987,18390461
2018-03-26,237.7228,244.2452,235.6253,244.1953,15285640
2018-03-27,247.4615,249.7088,219.589,225.2573,35225012
2018-03-28,223.869,229.1228,216.7473,221.0922,23647648
2018-03-29,223.844,235.2257,220.4432,231.3203,22915692
2018-04-02,228.4736,234.3767,217.2467,220.7926,23052315
2018-04-03,227.5347,230.0817,221.0922,225.0875,16685759
2018-04-04,214.7596,226.3966,213.7508,225.9765,19729161
2018-04-05,228.3338,228.8631,218.2355,221.1222,17530973
2018-04-06,216.977,221.3419,212.8253,214.0005,16574720
2018-04-09,216.5475,221.7115,214.3501,215.1591,12488120
2018-04-10,224.4583,228.7333,222.151,227.6446,19118807
2018-04-11,227.0453,228.7093,224.659,225.9765,11506057
2018-04-12,229.7321,235.0459,227.9491,234.3268,14847950
2018-04-13,236.8938,237.2334,229.2827,231.2304,12575892
2018-04-16,231.5021,232.5688,227.4148,231.2204,8769776
2018-04-17,233.3279,238.1223,231.0806,237.2633,11180638
2018-04-18,235.2257,238.9714,232.4989,236.0947,9784058
2018-04-19,231.4753,232.8285,226.5359,228.7732,11799933
2018-04-20,228.4237,231.8297,227.1851,228.4436,9654966
2018-04-23,229.1628,231.2304,222.5705,223.6193,10687723
2018-04-24,224.658,228.5335,218.3055,220.9424,10364894
2018-04-25,219.7438,221.3169,210.0551,216.4077,14712343
2018-04-26,222.94,225.2873,220.2732,224.9577,9395574
2018-04-27,229.2327,230.0318,224.3584,226.0664,10021245
2018-04-30,226.7256,228.7333,223.859,224.6381,8196067
2018-05-01,224.3085,226.9853,221.9412,226.8755,6344727
2018-05-02,226.7356,228.5335,224.9877,226.0464,6706185
2018-05-03,227.3349,233.7774,225.5071,232.7186,11078640
2018-05-04,231.56,238.9103,230.8608,238.7816,10016538
2018-05-07,243.0113,250.6977,242.6071,248.3904,17190378
2018-05-08,248.4004,250.2182,246.4227,250.1084,12665374
2018-05-09,250.9174,255.572,249.8187,255.4821,14918980
2018-05-10,257.6196,260.1966,256.9004,259.827,24852029
2018-05-11,252.4856,259.4874,250.2482,254.2336,30361406
2018-05-14,255.7718,258.1889,254.1037,255.0626,13078477
2018-05-15,252.4956,252.6055,241.2187,245.274,24088210
2018-05-16,243.7158,248.2306,242.2276,245.7235,13845706
2018-05-17,245.7974,251.2071,245.1442,247.4215,12994605
2018-05-18,249.5191,252.0761,245.4538,245.6536,12092942
2018-05-21,249.589,249.7388,240.2099,243.9555,16015620
2018-05-22,244.4949,245.5136,239.9702,242.4173,12956637
2018-05-23,240.1486,247.4546,240.1186,247.4046,11073926
2018-05-24,247.2547,249.2636,245.1069,247.5545,10934295
2018-05-25,248.0642,249.8033,246.625,249.1436,7302782
2018-05-29,248.414,251.2025,246.5651,248.454,8817083
2018-05-30,249.8133,253.2014,248.8153,252.8516,9774864
2018-05-31,251.5623,255.0604,251.1326,252.0521,12346709
2018-06-01,253.8611,257.7289,253.5113,257.4791,10549248
2018-06-04,258.8583,265.5946,257.559,264.7051,16050641
2018-06-05,264.8351,266.4442,263.026,264.925,9792801
2018-06-06,261.287,265.1349,260.6274,265.005,9283856
2018-06-07,264.855,265.3333,259.1082,262.7562,9236216
2018-06-08,259.8178,263.8556,259.0582,262.1365,9011443
2018-06-11,261.6268,263.3059,259.9577,260.4774,6634253
2018-06-12,261.5469,262.9261,259.518,262.4364,7978985
2018-06-13,262.4963,265.5247,261.8877,262.2565,8455159
2018-06-14,264.0755,269.0527,263.4758,266.764,10750411
2018-06-15,264.4553,267.3337,263.2043,265.1149,10806488
2018-06-18,263.3359,265.6546,262.2365,264.945,8906674
2018-06-19,260.7773,263.4958,254.8805,260.0277,14873324
2018-06-20,261.6888,264.3053,260.1384,262.1665,9244494
2018-06-21,263.4558,264.1954,256.6595,256.9694,8987906
2018-06-22,257.8089,258.3486,250.1932,250.8127,10853954
2018-06-25,246.5151,246.665,235.4112,238.9892,16645431
2018-06-26,243.5667,245.5156,239.7789,241.8576,11972137
2018-06-27,243.6167,246.2952,235.3712,235.5911,11347303
2018-06-28,235.1913,241.208,234.8815,240.7283,8450297
2018-06-29,243.3568,243.8665,236.7204,236.7704,9807477
2018-07-02,233.962,242.2574,233.1373,242.1075,8939348
2018-07-03,243.5067,243.7466,236.3706,236.7104,5568325
2018-07-05,238.9392,242.7971,237.3701,242.5972,7655448
2018-07-06,241.6078,247.5295,240.7482,247.1947,7408822
2018-07-09,250.1928,250.5829,245.9361,249.1137,7597022
2018-07-10,249.6134,254.001,247.9843,253.1115,9000390
2018-07-11,249.3635,250.7628,246.9648,247.3946,9187660
2018-07-12,249.2236,253.0315,248.8238,251.0926,8637673
2018-07-13,251.8422,251.8422,247.4846,249.1836,6179078
2018-07-16,248.0642,250.2031,247.5645,248.0642,4925926
2018-07-17,246.0753,254.1609,245.0459,253.5512,9053395
2018-07-18,253.2514,253.8111,249.5034,251.5623,6941041
2018-07-19,250.8027,253.2514,250.1931,251.8921,5893783
2018-07-20,251.7922,253.3613,250.313,250.7528,5562161
2018-07-23,249.6833,249.7533,243.1469,249.2736,7539621
2018-07-24,251.2125,254.7106,247.8643,248.574,8865545
2018-07-25,248.9537,252.2419,246.615,251.7322,8004551
2018-07-26,250.9227,256.1898,250.243,254.7006,8128128
2018-07-27,256.1798,256.4596,249.7033,251.8821,7385535
2018-07-30,252.4518,252.6917,242.5872,243.9965,8508539
2018-07-31,243.5767,247.7444,242.0086,244.7261,7099696
2018-08-01,245.9954,248.224,243.7526,246.3352,7088889
2018-08-02,243.4568,250.6428,241.0781,250.4829,6741689
2018-08-03,251.4724,252.9216,250.7927,251.9621,5357202
2018-08-06,251.4524,254.031,249.5693,253.891,5187665
2018-08-07,255.86,257.559,254.7807,256.8094,6453260
2018-08-08,256.8594,260.0976,255.4502,258.2786,6552462
2018-08-09,258.9982,259.1082,256.0099,256.3197,5106962
2018-08-10,253.0115,255.9599,252.5618,254.6506,6415668
2018-08-13,255.0004,260.8572,254.9305,255.9799,9380158
2018-08-14,260.2376,261.8567,256.8794,261.287,11655486
2018-08-15,262.1265,263.4948,255.76,258.9383,14778394
